state,distnum,distid,party,yearel,origvote,totvote,highestvote,sechighestvote,officeexp
34,3,243,200,1960,31902,119539,87637,31902,1
34,3,243,100,1962,81346,115377,81346,34031,3
34,3,243,200,1962,34031,115377,81346,34031,0
34,3,243,100,1964,123193,171902,123193,48709,4
34,3,243,200,1964,48709,171902,123193,48709,0
34,3,243,100,1966,59014,82967,59014,23953,5
34,3,243,200,1966,23953,82967,59014,23953,0
34,3,243,100,1968,106150,144589,106150,38439,6
34,3,243,200,1968,38439,144589,106150,38439,0
34,3,243,100,1970,73021,97672,73021,24651,7
34,3,243,200,1970,24651,97672,73021,24651,0
34,3,243,100,1972,124365,179353,124365,54523,8
34,3,243,200,1972,54523,179353,124365,54523,0
34,3,243,100,1974,96201,129541,96201,31489,9
34,3,243,200,1974,31489,129541,96201,31489,0
34,3,243,100,1976,115109,180732,115109,65623,0
34,3,243,200,1976,65623,180732,115109,65623,0
34,3,243,100,1978,121565,148446,121565,26881,1
34,3,243,200,1978,26881,148446,121565,26881,0
34,3,243,100,1980,143132,184409,143132,41277,2
34,3,243,200,1980,41277,184409,143132,41277,0
34,3,243,100,1982,131566,168954,131566,37388,3
34,3,243,200,1982,37388,168954,131566,37388,0
34,3,243,100,1984,193537,193537,193537,NA,4
34,3,243,100,1986,116403,168785,116403,52382,5
34,3,243,200,1986,52382,168785,116403,52382,0
34,3,243,100,1988,150205,239096,150205,86763,6
34,3,243,200,1988,86763,239096,150205,86763,0
34,3,243,100,1990,88950,156609,88950,67659,7
34,3,243,200,1990,67659,156609,88950,67659,0
34,3,243,100,1992,174000,271834,174000,90006,8
34,3,243,200,1992,90006,271834,174000,90006,0
34,3,243,100,1994,117601,203940,117601,80977,9
34,3,243,200,1994,80977,203940,117601,80977,0
34,3,243,100,1996,137300,232755,137300,3966,10
34,3,243,100,1998,98287,176099,98287,74005,11
34,3,243,200,1998,74005,176099,98287,74005,0
34,4,244,100,1946,41843,75909,41843,NA,0
34,4,244,100,1948,74752,116591,74752,41576,0
34,4,244,200,1948,41576,116591,74752,41576,0
34,4,244,100,1950,53424,86791,53424,33367,1
34,4,244,200,1950,33367,86791,53424,33367,1
34,4,244,100,1952,84899,181887,96988,84899,0
34,4,244,200,1952,96988,181887,96988,84899,0
34,4,244,100,1954,62012,120164,62012,58152,1
34,4,244,200,1954,58152,120164,62012,58152,1
34,4,244,100,1956,98106,189498,98106,91392,2
34,4,244,200,1956,91392,189498,98106,91392,1
34,4,244,100,1958,72792,113704,72792,40912,3
34,4,244,200,1958,40912,113704,72792,40912,0
34,4,244,100,1960,111557,206627,111557,95070,0
34,4,244,200,1960,95070,206627,111557,95070,0
34,4,244,100,1962,59599,110544,59599,50945,1
34,4,244,200,1962,50945,110544,59599,50945,0
34,4,244,100,1964,109375,171229,109375,61854,2
34,4,244,200,1964,61854,171229,109375,61854,0
34,4,244,100,1966,54330,89282,54330,34952,3
34,4,244,200,1966,34952,89282,54330,34952,0
34,4,244,100,1968,104056,179846,104056,75790,4
34,4,244,200,1968,75790,179846,104056,75790,0
34,4,244,100,1970,80153,133357,80153,53204,5
34,4,244,200,1970,53204,133357,80153,53204,0
34,4,244,100,1972,108131,188359,108131,80228,6
34,4,244,200,1972,80228,188359,108131,80228,0
34,4,244,100,1974,82447,121502,82447,39055,7
34,4,244,200,1974,39055,121502,82447,39055,0
34,4,244,100,1976,115955,207560,115955,91605,0
34,4,244,200,1976,91605,207560,115955,91605,0
34,4,244,100,1978,120748,165864,120748,45116,1
34,4,244,200,1978,45116,165864,120748,45116,0
34,4,244,100,1980,151459,223328,151459,71869,2
34,4,244,200,1980,71869,223328,151459,71869,0
34,4,244,100,1982,96388,175953,96388,79565,3
34,4,244,200,1982,79565,175953,96388,79565,1
34,4,244,100,1984,150624,225058,150624,74434,4
34,4,244,200,1984,74434,225058,150624,74434,0
34,4,244,100,1986,129471,129471,129471,NA,5
34,4,244,100,1988,166480,231873,166480,65393,6
34,4,244,200,1988,65393,231873,166480,65393,0
34,4,244,100,1990,105527,170622,105527,65095,7
34,4,244,200,1990,65095,170622,105527,65095,0
34,4,244,100,1992,176977,251452,176977,74475,8
34,4,244,200,1992,74475,251452,176977,74475,0
34,4,244,100,1994,137876,203492,137876,65616,9
34,4,244,200,1994,65616,203492,137876,65616,0
34,4,244,100,1996,153566,240789,153566,81650,10
34,4,244,200,1996,81650,240789,153566,81650,0
34,4,244,100,1998,133173,187616,133173,51005,11
34,4,244,200,1998,51005,187616,133173,51005,0
34,5,245,100,1946,36324,78389,42065,36324,0
34,5,245,200,1946,42065,78389,42065,36324,0
34,5,245,100,1948,59961,107332,59961,47371,0
34,5,245,200,1948,47371,107332,59961,47371,1
34,5,245,100,1950,45762,84038,45762,38276,1
34,5,245,200,1950,38276,84038,45762,38276,0
34,5,245,100,1952,90357,161255,90357,70898,2
34,5,245,200,1952,70898,161255,90357,70898,0
34,5,245,100,1954,50874,86351,50874,35477,3
34,5,245,200,1954,35477,86351,50874,35477,0
34,5,245,100,1956,77287,135065,77287,57778,4
34,5,245,200,1956,57778,135065,77287,57778,0
34,5,245,100,1958,53622,76575,53622,22953,5
34,5,245,200,1958,22953,76575,53622,22953,0
34,5,245,100,1960,74834,122644,74834,47810,6
34,5,245,200,1960,47810,122644,74834,47810,0
34,5,245,100,1962,54166,92001,54166,37835,7
34,5,245,200,1962,37835,92001,54166,37835,0
34,5,245,100,1964,91721,135035,91721,43314,8
34,5,245,200,1964,43314,135035,91721,43314,0
34,5,245,100,1966,46674,76315,46674,29641,9
34,5,245,200,1966,29641,76315,46674,29641,0
34,5,245,100,1968,86681,132632,86681,45951,10
34,5,245,200,1968,45951,132632,86681,45951,0
34,5,245,100,1970,51668,84252,51668,31806,11
34,5,245,200,1970,31806,84252,51668,31806,0
34,5,245,100,1972,93812,149450,93812,53257,12
34,5,245,200,1972,53257,149450,93812,53257,0
34,5,245,100,1974,57081,82605,57081,24669,13
34,5,245,200,1974,24669,82605,57081,24669,0
34,5,245,100,1976,100876,148302,100876,41681,14
34,5,245,200,1976,41681,148302,100876,41681,0
34,5,245,100,1978,82140,114131,82140,30360,15
34,5,245,200,1978,30360,114131,82140,30360,0
34,5,245,100,1980,110957,158266,110957,47309,16
34,5,245,200,1980,47309,158266,110957,47309,0
34,5,245,200,1982,66664,165989,66664,2125,0
34,5,245,200,1984,72477,228220,72477,5068,0
34,5,245,200,1986,39340,142574,39340,2204,0
34,5,245,200,1988,60453,212139,60453,2520,0
34,5,245,200,1990,43897,115787,43897,NA,0
34,5,245,200,1992,93562,255312,93562,6107,0
34,5,245,100,1994,100391,177511,100391,77120,0
34,5,245,200,1994,77120,177511,100391,77120,0
34,5,245,100,1996,144223,213971,144223,61803,1
34,5,245,200,1996,61803,213971,144223,61803,0
34,5,245,100,1998,101313,153685,101313,47582,2
34,5,245,200,1998,47582,153685,101313,47582,0
34,6,246,100,1946,38113,92147,54034,38113,0
34,6,246,200,1946,54034,92147,54034,38113,0
34,6,246,100,1948,63390,123349,63390,59959,0
34,6,246,200,1948,59959,123349,63390,59959,1
34,6,246,100,1950,53593,108769,55176,53593,1
34,6,246,200,1950,55176,108769,55176,53593,0
34,6,246,100,1952,81237,170665,89428,81237,0
34,6,246,200,1952,89428,170665,89428,81237,0
34,6,246,100,1954,60380,112583,60380,52203,0
34,6,246,200,1954,52203,112583,60380,52203,1
34,6,246,100,1956,85021,163658,85021,78637,1
34,6,246,200,1956,78637,163658,85021,78637,0
34,6,246,100,1958,64277,99035,64277,34758,2
34,6,246,200,1958,34758,99035,64277,34758,0
34,6,246,100,1960,93285,170923,93285,77638,3
34,6,246,200,1960,77638,170923,93285,77638,0
34,6,246,100,1962,62366,112705,62366,50339,4
34,6,246,200,1962,50339,112705,62366,50339,0
34,6,246,100,1964,110532,170888,110532,NA,5
34,6,246,100,1966,55418,95603,55418,40185,6
34,6,246,200,1966,40185,95603,55418,40185,0
34,6,246,100,1968,102315,187552,102315,85237,7
34,6,246,200,1968,85237,187552,102315,85237,0
34,6,246,100,1970,74496,138971,74496,63789,8
34,6,246,200,1970,63789,138971,74496,63789,0
34,6,246,100,1972,110047,201657,110047,91610,0
34,6,246,200,1972,91610,201657,110047,91610,0
34,6,246,100,1974,101609,128756,101609,27147,1
34,6,246,200,1974,27147,128756,101609,27147,0
34,6,246,100,1976,83755,206661,120969,83755,0
34,6,246,200,1976,120969,206661,120969,83755,0
34,6,246,100,1978,76061,172635,96574,76061,0
34,6,246,200,1978,96574,172635,96574,76061,0
34,6,246,100,1980,62048,211329,149281,62048,0
34,6,246,200,1980,149281,211329,149281,62048,1
34,6,246,100,1982,79053,177046,97993,79053,0
34,6,246,200,1982,97993,177046,97993,79053,2
34,6,246,100,1984,81917,232913,150996,81917,0
34,6,246,200,1984,150996,232913,150996,81917,3
34,6,246,100,1986,73155,169020,95865,73155,0
34,6,246,200,1986,95865,169020,95865,73155,4
34,6,246,100,1988,93128,229011,135883,93128,0
34,6,246,200,1988,135883,229011,135883,93128,5
34,6,246,100,1990,73093,152049,78956,73093,0
34,6,246,200,1990,78956,152049,78956,73093,6
34,6,246,100,1992,148887,268524,148887,119637,0
34,6,246,200,1992,119637,268524,148887,119637,1
34,6,246,100,1994,140108,211817,140108,71709,1
34,6,246,200,1994,71709,211817,140108,71709,0
34,6,246,100,1996,169006,246282,169006,72064,2
34,6,246,200,1996,72064,246282,169006,72064,0
34,6,246,100,1998,136774,192777,136774,51679,3
34,6,246,200,1998,51679,192777,136774,51679,0
34,7,247,100,1946,26712,77300,50588,26712,0
34,7,247,200,1946,50588,77300,50588,26712,0
34,7,247,100,1948,52255,113497,61242,52255,0
34,7,247,200,1948,61242,113497,61242,52255,0
34,7,247,100,1950,42629,103186,60557,42629,0
34,7,247,200,1950,60557,103186,60557,42629,1
34,7,247,100,1952,71936,187778,115842,71936,0
34,7,247,200,1952,115842,187778,115842,71936,0
34,7,247,100,1954,58729,126647,67918,58729,0
34,7,247,200,1954,67918,126647,67918,58729,1
34,7,247,100,1956,90986,180912,90986,89926,0
34,7,247,200,1956,89926,180912,90986,89926,2
34,7,247,100,1958,76239,141905,76239,65666,1
34,7,247,200,1958,65666,141905,76239,65666,0
34,7,247,100,1960,88162,195370,107208,88162,2
34,7,247,200,1960,107208,195370,107208,88162,0
34,7,247,100,1962,62082,146713,84631,62082,0
34,7,247,200,1962,84631,146713,84631,62082,1
34,7,247,100,1964,96120,199046,102926,96120,0
34,7,247,200,1964,102926,199046,102926,96120,2
34,7,247,100,1966,52421,139047,86626,52421,0
34,7,247,200,1966,86626,139047,86626,52421,3
34,7,247,100,1968,70455,194413,123958,70455,0
34,7,247,200,1968,123958,194413,123958,70455,4
34,7,247,200,1970,92965,92965,92965,NA,5
34,7,247,100,1972,75613,208393,132780,75613,0
34,7,247,200,1972,132780,208393,132780,75613,0
34,7,247,100,1974,72653,152440,79787,72653,0
34,7,247,200,1974,79787,152440,79787,72653,1
34,7,247,100,1976,81848,215504,133656,81848,0
34,7,247,200,1976,133656,215504,133656,81848,2
34,7,247,100,1978,66351,170917,104566,66351,0
34,7,247,200,1978,104566,170917,104566,66351,3
34,7,247,200,1980,161668,238512,161668,NA,4
34,7,247,100,1982,89549,180940,91391,89549,0
34,7,247,200,1982,91391,180940,91391,89549,5
34,7,247,200,1984,164586,236453,164586,NA,6
34,7,247,200,1986,114210,170501,114210,NA,7
34,7,247,100,1988,111244,240911,127939,111244,0
34,7,247,200,1988,127939,240911,127939,111244,0
34,7,247,100,1990,76725,160334,83609,76725,0
34,7,247,200,1990,83609,160334,83609,76725,1
34,7,247,100,1992,99762,260065,160303,99762,0
34,7,247,200,1992,160303,260065,160303,99762,2
34,7,247,100,1994,77836,195916,112228,77836,0
34,7,247,200,1994,112228,195916,112228,77836,3
34,7,247,100,1996,79306,250584,162558,79306,0
34,7,247,200,1996,162558,250584,162558,79306,0
34,7,247,100,1998,43416,178801,129746,43416,0
34,7,247,200,1998,129746,178801,129746,43416,1
34,8,248,100,1946,40241,82317,42076,40241,0
34,8,248,200,1946,42076,82317,42076,40241,0
34,8,248,100,1948,60081,104981,60081,44887,0
34,8,248,200,1948,44887,104981,60081,44887,0
34,8,248,100,1950,49894,91300,49894,41406,1
34,8,248,200,1950,41406,91300,49894,41406,0
34,8,248,100,1952,69068,130689,69068,61621,2
34,8,248,200,1952,61621,130689,69068,61621,0
34,8,248,100,1954,52658,91984,52658,39326,3
34,8,248,200,1954,39326,91984,52658,39326,0
34,8,248,100,1956,69336,127761,69336,58425,4
34,8,248,200,1956,58425,127761,69336,58425,0
34,8,248,100,1958,58628,91171,58628,32543,5
34,8,248,200,1958,32543,91171,58628,32543,0
34,8,248,100,1960,79020,136254,79020,57234,0
34,8,248,200,1960,57234,136254,79020,57234,0
34,8,248,100,1962,77535,131397,77535,53862,1
34,8,248,200,1962,53862,131397,77535,53862,0
34,8,248,100,1964,117672,180495,117672,62823,2
34,8,248,200,1964,62823,180495,117672,62823,0
34,8,248,100,1966,61128,105163,61128,44035,3
34,8,248,200,1966,44035,105163,61128,44035,0
34,8,248,100,1968,108416,188548,108416,79179,4
34,8,248,200,1968,79179,188548,108416,79179,0
34,8,248,100,1970,97560,151620,97560,53181,5
34,8,248,200,1970,53181,151620,97560,53181,0
34,8,248,100,1972,112556,181136,112556,68580,6
34,8,248,200,1972,68580,181136,112556,68580,0
34,8,248,100,1974,86595,123964,86595,37369,7
34,8,248,200,1974,37369,123964,86595,37369,0
34,8,248,100,1976,132386,196647,132386,60179,8
34,8,248,200,1976,60179,196647,132386,60179,0
34,8,248,100,1978,96509,159618,96509,63109,9
34,8,248,200,1978,63109,159618,96509,63109,0
34,8,248,100,1980,95751,223426,127675,95751,0
34,8,248,200,1980,127675,223426,127675,95751,0
34,8,248,100,1982,76413,162906,86493,76413,0
34,8,248,200,1982,86493,162906,86493,76413,1
34,8,248,100,1984,70922,205108,134186,70922,0
34,8,248,200,1984,134186,205108,134186,70922,2
34,8,248,100,1986,71532,150674,79142,71532,0
34,8,248,200,1986,79142,150674,79142,71532,3
34,8,248,100,1988,84801,202402,117601,84801,0
34,8,248,200,1988,117601,202402,117601,84801,4
34,8,248,100,1990,60751,142203,81452,60751,0
34,8,248,200,1990,81452,142203,81452,60751,5
34,8,248,100,1992,86730,234128,147398,86730,0
34,8,248,200,1992,147398,234128,147398,86730,6
34,8,248,100,1994,48987,184586,129320,48987,0
34,8,248,200,1994,129320,184586,129320,48987,7
34,8,248,100,1996,83084,222854,112472,83084,0
34,8,248,200,1996,23477,222854,112472,83084,0
34,8,248,100,1998,59426,166524,104271,59426,0
34,8,248,200,1998,104271,166524,104271,59426,1
34,9,249,200,1946,30199,65452,30199,NA,0
34,9,249,100,1948,56669,91901,56669,35232,0
34,9,249,200,1948,35232,91901,56669,35232,1
34,9,249,100,1950,43950,71523,43950,27573,1
34,9,249,200,1950,27573,71523,43950,27573,0
34,9,249,100,1952,98965,180771,98965,81806,2
34,9,249,200,1952,81806,180771,98965,81806,1
34,9,249,100,1954,65862,111627,65862,45765,3
34,9,249,200,1954,45765,111627,65862,45765,0
34,9,249,100,1956,100065,100065,100065,NA,4
34,9,249,100,1958,67555,104313,67555,36758,5
34,9,249,200,1958,36758,104313,67555,36758,0
34,9,249,100,1960,107384,179482,107384,72098,6
34,9,249,200,1960,72098,179482,107384,72098,0
34,9,249,100,1962,74254,121280,74254,47026,7
34,9,249,200,1962,47026,121280,74254,47026,0
34,9,249,100,1964,112907,181140,112907,68032,0
34,9,249,200,1964,68032,181140,112907,68032,0
34,9,249,100,1966,68472,123877,68472,55405,1
34,9,249,200,1966,55405,123877,68472,55405,0
34,9,249,100,1968,108184,207107,108184,98923,2
34,9,249,200,1968,98923,207107,108184,98923,0
34,9,249,100,1970,100988,160288,100988,58103,3
34,9,249,200,1970,58103,160288,100988,58103,0
34,9,249,100,1972,132150,198678,132150,66528,4
34,9,249,200,1972,66528,198678,132150,66528,0
34,9,249,100,1974,87546,131864,87546,44318,5
34,9,249,200,1974,44318,131864,87546,44318,0
34,9,249,100,1976,120325,215141,120325,94816,0
34,9,249,200,1976,94816,215141,120325,94816,0
34,9,249,100,1978,135170,180965,135170,45795,1
34,9,249,200,1978,45795,180965,135170,45795,0
34,9,249,100,1980,135905,240740,135905,104835,2
34,9,249,200,1980,104835,240740,135905,104835,0
34,9,249,100,1982,99228,163170,99228,63942,3
34,9,249,200,1982,63942,163170,99228,63942,0
34,9,249,100,1984,123588,233688,123588,110100,4
34,9,249,200,1984,110100,233688,123588,110100,0
34,9,249,100,1986,95939,166911,95939,70972,5
34,9,249,200,1986,70972,166911,95939,70972,0
34,9,249,100,1988,160872,236880,160872,76008,6
34,9,249,200,1988,76008,236880,160872,76008,0
34,9,249,100,1990,94156,163670,94156,69514,7
34,9,249,200,1990,69514,163670,94156,69514,0
34,9,249,100,1992,124694,261335,124694,118811,8
34,9,249,200,1992,118811,261335,124694,118811,0
34,9,249,100,1994,103443,204942,103443,92301,9
34,9,249,200,1994,92301,204942,103443,92301,0
34,9,249,100,1996,117685,250230,123580,117685,10
34,9,249,200,1996,123580,250230,123580,117685,0
34,9,249,100,1998,66861,188305,117196,66861,0
34,9,249,200,1998,117196,188305,117196,66861,1
34,10,250,100,1946,37236,61400,37236,24164,0
34,10,250,200,1946,24164,61400,37236,24164,0
34,10,250,100,1948,67564,94324,67564,NA,0
34,10,250,100,1950,44469,44469,44469,NA,1
34,10,250,100,1952,71156,117189,71156,46033,2
34,10,250,200,1952,46033,117189,71156,46033,0
34,10,250,100,1954,34009,53188,34009,NA,3
34,10,250,100,1956,69536,69536,69536,NA,4
34,10,250,100,1958,44892,63525,44892,18633,5
34,10,250,200,1958,18633,63525,44892,18633,0
34,10,250,100,1960,69997,69997,69997,NA,6
34,10,250,100,1962,50581,83409,50581,32828,7
34,10,250,200,1962,32828,83409,50581,32828,0
34,10,250,100,1964,89698,133002,89698,43304,8
34,10,250,200,1964,43304,133002,89698,43304,0
34,10,250,100,1966,48985,80248,48985,31263,9
34,10,250,200,1966,31263,80248,48985,31263,0
34,10,250,100,1968,78326,145156,78326,66830,0
34,10,250,200,1968,66830,145156,78326,66830,0
34,10,250,100,1970,62764,112119,62764,49355,1
34,10,250,200,1970,49355,112119,62764,49355,0
34,10,250,100,1972,106301,165384,106301,59083,2
34,10,250,200,1972,59083,165384,106301,59083,0
34,10,250,100,1974,77677,106727,77677,29050,3
34,10,250,200,1974,29050,106727,77677,29050,0
34,10,250,100,1976,131675,182699,131675,51024,4
34,10,250,200,1976,51024,182699,131675,51024,0
34,10,250,100,1978,99148,151835,99148,52687,5
34,10,250,200,1978,52687,151835,99148,52687,0
34,10,250,100,1980,94465,210632,116167,94465,6
34,10,250,200,1980,116167,210632,116167,94465,0
34,11,251,200,1946,41202,81081,41202,NA,0
34,11,251,100,1948,78162,120908,78162,NA,1
34,11,251,100,1950,57225,88668,57225,31163,2
34,11,251,200,1950,31163,88668,57225,31163,0
34,11,251,100,1952,74362,147466,74362,73104,2
34,11,251,200,1952,73104,147466,74362,73104,1
34,11,251,100,1954,54384,98343,54384,43959,3
34,11,251,200,1954,43959,98343,54384,43959,0
34,11,251,100,1956,72594,142880,72594,70286,4
34,11,251,200,1956,70286,142880,72594,70286,0
34,11,251,100,1958,54014,94853,54014,40839,5
34,11,251,200,1958,40839,94853,54014,40839,0
34,11,251,100,1960,74866,149371,74866,74505,6
34,11,251,200,1960,74505,149371,74866,74505,0
34,12,252,100,1946,66878,160014,93136,66878,0
34,12,252,200,1946,93136,160014,93136,66878,0
34,12,252,100,1948,132920,241736,132920,107861,0
34,12,252,200,1948,107861,241736,132920,107861,1
34,12,252,100,1950,106728,217687,110757,106728,1
34,12,252,200,1950,110757,217687,110757,106728,0
34,13,253,100,1946,41229,75291,41229,34062,0
34,13,253,200,1946,34062,75291,41229,34062,0
34,13,253,100,1948,77245,109486,77245,32217,1
34,13,253,200,1948,32217,109486,77245,32217,0
34,13,253,100,1950,58832,86310,58832,27366,2
34,13,253,200,1950,27366,86310,58832,27366,0
35,1,254,100,1946,37280,110882,73602,37280,0
35,1,254,200,1946,73602,110882,73602,37280,0
35,1,254,100,1948,57031,133390,76359,57031,0
35,1,254,200,1948,76359,133390,76359,57031,1
35,1,254,100,1950,55972,123136,67164,55972,0
35,1,254,200,1950,67164,123136,67164,55972,2
35,1,254,100,1952,45523,162859,117336,45523,0
35,1,254,200,1952,117336,162859,117336,45523,3
35,1,254,100,1954,48457,117020,68563,48457,0
35,1,254,200,1954,68563,117020,68563,48457,0
35,1,254,100,1956,50351,152363,102012,50351,0
35,1,254,200,1956,102012,152363,102012,50351,1
35,1,254,100,1958,54705,117475,62770,54705,0
35,1,254,200,1958,62770,117475,62770,54705,2
35,1,254,200,1960,89016,159642,89016,NA,3
35,1,254,100,1962,73768,168121,85559,73768,0
35,1,254,200,1962,85559,168121,85559,73768,1
35,1,254,100,1964,107683,209796,107683,102113,0
35,1,254,200,1964,102113,209796,107683,102113,2
35,1,254,100,1966,89363,182991,93628,89363,1
35,1,254,200,1966,93628,182991,93628,89363,0
35,1,254,100,1968,78374,180605,97697,78374,1
35,1,254,200,1968,97697,180605,97697,78374,1
35,1,254,100,1970,36240,156290,79131,40919,0
35,1,254,200,1970,79131,156290,79131,40919,0
35,1,254,100,1972,70570,197359,126789,70570,0
35,1,254,200,1972,126789,197359,126789,70570,1
35,1,254,100,1974,72099,154452,82353,72099,0
35,1,254,200,1974,82353,154452,82353,72099,2
35,1,254,100,1976,53699,200257,146558,53699,0
35,1,254,200,1976,146558,200257,146558,53699,0
35,1,254,100,1978,71311,170324,99013,71311,0
35,1,254,200,1978,99013,170324,99013,71311,0
35,1,254,100,1980,43605,204310,160705,43605,0
35,1,254,200,1980,160705,204310,160705,43605,1
35,1,254,100,1982,45676,183351,137675,45676,0
35,1,254,200,1982,137675,183351,137675,45676,2
35,1,254,100,1984,55508,214344,158836,55508,0
35,1,254,200,1984,158836,214344,158836,55508,3
35,1,254,100,1986,67137,188909,121772,67137,0
35,1,254,200,1986,121772,188909,121772,67137,4
35,1,254,100,1988,72167,218407,146231,72167,0
35,1,254,200,1988,146231,218407,146231,72167,5
35,1,254,100,1990,70587,200241,129654,70587,0
35,1,254,200,1990,129654,200241,129654,70587,6
35,1,254,100,1992,96309,239022,142713,96309,0
35,1,254,200,1992,142713,239022,142713,96309,7
35,1,254,100,1994,70369,188336,117967,70369,0
35,1,254,200,1994,117967,188336,117967,70369,8
35,1,254,100,1996,67152,224260,157108,67152,0
35,1,254,200,1996,157108,224260,157108,67152,9
35,1,254,100,1998,48826,184884,136058,48826,0
35,1,254,200,1998,136058,184884,136058,48826,10
35,2,255,100,1946,38125,91523,53398,38125,0
35,2,255,200,1946,53398,91523,53398,38125,0
35,2,255,100,1948,58443,113642,58443,55199,0
35,2,255,200,1948,55199,113642,58443,55199,1
35,2,255,100,1950,40939,112065,71126,40939,1
35,2,255,200,1950,71126,112065,71126,40939,1
35,2,255,100,1952,63485,144670,81185,63485,0
35,2,255,200,1952,81185,144670,81185,63485,0
35,2,255,100,1954,46629,99100,52471,46629,0
35,2,255,200,1954,52471,99100,52471,46629,0
35,2,255,100,1956,65039,144681,77253,65039,0
35,2,255,200,1956,77253,144681,77253,65039,0
35,2,255,100,1958,36842,104502,67660,36842,0
35,2,255,200,1958,67660,104502,67660,36842,1
35,2,255,100,1960,50768,152115,101347,50768,0
35,2,255,200,1960,101347,152115,101347,50768,2
35,2,255,100,1962,36577,119716,83139,36577,0
35,2,255,200,1962,83139,119716,83139,36577,3
35,2,255,100,1964,72003,153663,81660,72003,0
35,2,255,200,1964,81660,153663,81660,72003,4
35,2,255,100,1966,46235,129317,83082,46235,0
35,2,255,200,1966,83082,129317,83082,46235,5
35,2,255,100,1968,71254,158937,87683,71254,0
35,2,255,200,1968,87683,158937,87683,71254,6
35,2,255,100,1970,64520,134191,69671,64520,0
35,2,255,200,1970,69671,134191,69671,64520,0
35,2,255,100,1972,64696,179365,114669,64696,0
35,2,255,200,1972,114669,179365,114669,64696,1
35,2,255,100,1974,59142,131873,72731,59142,0
35,2,255,200,1974,72731,131873,72731,59142,2
35,2,255,100,1976,106296,194648,106296,88352,0
35,2,255,200,1976,88352,194648,106296,88352,0
35,2,255,100,1978,77135,147444,77135,70309,1
35,2,255,200,1978,70309,147444,77135,70309,0
35,2,255,100,1980,88843,202826,107736,88843,0
35,2,255,200,1980,107736,202826,107736,88843,0
35,2,255,100,1982,70431,163070,92639,70431,0
35,2,255,200,1982,92639,163070,92639,70431,1
35,2,255,100,1984,75210,214594,139384,75210,0
35,2,255,200,1984,139384,214594,139384,75210,2
35,2,255,100,1986,70372,169941,99569,70372,0
35,2,255,200,1986,99569,169941,99569,70372,3
35,2,255,100,1988,112174,221367,112174,109193,0
35,2,255,200,1988,109193,221367,112174,109193,0
35,2,255,100,1990,111903,192749,111903,80845,1
35,2,255,200,1990,80845,192749,111903,80845,0
35,2,255,100,1992,119512,233340,119512,113828,2
35,2,255,200,1992,113828,233340,119512,113828,0
35,2,255,100,1994,90750,183266,92516,90750,3
35,2,255,200,1994,92516,183266,92516,90750,0
35,2,255,100,1996,88447,219938,125201,88447,0
35,2,255,200,1996,125201,219938,125201,88447,1
35,2,255,100,1998,55722,162504,106782,55722,0
35,2,255,200,1998,106782,162504,106782,55722,0
35,3,256,100,1946,20161,88693,64016,20161,0
35,3,256,200,1946,64016,88693,64016,20161,0
35,3,256,100,1948,38846,110359,71513,38846,0
35,3,256,200,1948,71513,110359,71513,38846,1
35,3,256,100,1950,34017,102906,68889,34017,0
35,3,256,200,1950,68889,102906,68889,34017,2
35,3,256,100,1952,35213,125092,89879,35213,0
35,3,256,200,1952,89879,125092,89879,35213,0
35,3,256,100,1954,32562,93686,61124,32562,0
35,3,256,200,1954,61124,93686,61124,32562,1
35,3,256,100,1956,62399,125044,62645,62399,0
35,3,256,200,1956,62645,125044,62645,62399,2
35,3,256,100,1958,53033,96269,53033,43236,0
35,3,256,200,1958,43236,96269,53033,43236,3
35,3,256,100,1960,63838,130967,67129,63838,1
35,3,256,200,1960,67129,130967,67129,63838,0
35,3,256,100,1962,54058,157137,103079,54058,0
35,3,256,200,1962,103079,157137,103079,54058,1
35,3,256,100,1964,93236,197616,104380,93236,0
35,3,256,200,1964,104380,197616,104380,93236,2
35,3,256,100,1966,42920,158813,115893,42920,0
35,3,256,200,1966,115893,158813,115893,42920,3
35,3,256,100,1968,58728,182566,123838,58728,0
35,3,256,200,1968,123838,182566,123838,58728,4
35,3,256,100,1970,63698,157403,93705,63698,0
35,3,256,200,1970,93705,157403,93705,63698,5
35,3,256,100,1972,58378,191985,133607,58378,0
35,3,256,200,1972,133607,191985,133607,58378,6
35,3,256,100,1976,51012,206757,150720,51012,0
35,3,256,200,1976,150720,206757,150720,51012,0
35,3,256,100,1978,35371,176968,141597,35371,0
35,3,256,200,1978,141597,176968,141597,35371,1
35,3,256,100,1980,34967,217854,182887,34967,0
35,3,256,200,1980,182887,217854,182887,34967,2
35,3,256,200,1982,171853,171853,171853,NA,3
35,3,256,100,1984,36899,220800,183901,36899,0
35,3,256,200,1984,183901,220800,183901,36899,4
35,3,256,100,1986,59182,196167,136985,59182,0
35,3,256,200,1986,136985,196167,136985,59182,5
35,3,256,100,1988,45183,215485,170302,45183,0
35,3,256,200,1988,170302,215485,170302,45183,6
35,3,256,100,1990,94234,192841,98607,94234,0
35,3,256,200,1990,98607,192841,98607,94234,0
35,3,256,100,1992,67457,238314,170857,67457,0
35,3,256,200,1992,170857,238314,170857,67457,1
35,3,256,100,1994,41943,196862,154919,41943,0
35,3,256,200,1994,154919,196862,154919,41943,2
35,3,256,100,1996,48833,216591,167758,48833,0
